Timestamp,SampleNr,AccX [mg],AccY [mg],AccZ [mg],GyrX [rad/s],GyrY [rad/s],GyrZ [rad/s],MagX [mGs],MagY [mGs],-MagZ [mGs],Battery [mV],Temperature [0.1C],Pressure[Pa]
12:54:45.891,7189,-49.8046875,522.4609375,-864.2578125,-0.0635299847725936,-0.09651670763528641,-0.0024434609527920616,-1775,-1558,-925,3842,313,100643
12:54:45.942,7190,-53.7109375,508.7890625,-863.28125,-0.052534410485029326,-0.0867428638241182,-0.021991148575128554,-1775,-1558,-925,3842,313,100643
12:54:45.962,7191,-59.5703125,518.5546875,-853.515625,-0.0671951762017817,-0.09773843811168245,-0.03054326190990077,-1762,-1554,-916,3832,313,100642
12:54:45.983,7192,-49.8046875,513.671875,-854.4921875,-0.09407324668249437,-0.0989601685880785,-0.03298672286269283,-1762,-1554,-916,3832,313,100642
12:54:46.3,7193,-55.6640625,501.953125,-856.4453125,-0.0635299847725936,-0.09407324668249437,-0.03420845333908886,-1762,-1554,-916,3832,313,100642
12:54:46.13,7194,-53.7109375,500.0,-841.796875,-0.08918632477691024,-0.0952949771588904,-0.024434609527920613,-1762,-1554,-916,3832,313,100642
12:54:46.33,7195,-60.546875,502.9296875,-836.9140625,-0.11239920382843484,-0.09651670763528641,-0.026878070480712675,-1775,-1556,-911,3832,313,100642
12:54:46.54,7196,-62.5,503.90625,-841.796875,-0.0867428638241182,-0.07452555906015788,-0.0476474885794452,-1775,-1556,-911,3832,313,100642
12:54:46.74,7197,-61.5234375,507.8125,-858.3984375,-0.039095375244672985,-0.0635299847725936,-0.04153883619746505,-1775,-1556,-911,3832,313,100642
12:54:46.95,7198,-55.6640625,497.0703125,-849.609375,0.004886921905584123,-0.058643062867009474,-0.008552113334772215,-1775,-1556,-911,3832,313,100642
12:54:46.105,7199,-57.6171875,490.234375,-853.515625,-0.06597344572538566,-0.06841690667817772,-0.0158824961931484,-1775,-1556,-911,3832,313,100642
12:54:46.125,7200,-61.5234375,512.6953125,-860.3515625,-0.12095131716320705,-0.07452555906015788,-0.02809980095710871,-1771,-1559,-918,3832,313,100642
12:54:46.146,7201,-58.59375,511.71875,-851.5625,-0.09285151620609834,-0.05375614096142535,-0.03787364476827696,-1771,-1559,-918,3832,313,100642
12:54:46.166,7202,-58.59375,500.9765625,-854.4921875,-0.05619960191421742,-0.05619960191421742,-0.023212879051524585,-1771,-1559,-918,3832,313,100642
12:54:46.176,7203,-56.640625,495.1171875,-859.375,-0.08552113334772216,-0.051312680008633295,-0.020769418098732523,-1771,-1559,-918,3832,313,100642
12:54:46.197,7204,-60.546875,503.90625,-855.46875,-0.1038470904936626,-0.058643062867009474,-0.010995574287564277,-1771,-1559,-918,3832,313,100642
12:54:46.217,7205,-57.6171875,507.8125,-854.4921875,-0.11362093430483088,-0.04520402762665313,-0.013439035240356337,-1776,-1560,-914,3832,313,100642
12:54:46.237,7206,-55.6640625,513.671875,-854.4921875,-0.1111774733520388,-0.05619960191421742,-0.03054326190990077,-1776,-1560,-914,3832,313,100642
12:54:46.258,7207,-56.640625,514.6484375,-857.421875,-0.10018189906447451,-0.05986479334340551,-0.029321531433504737,-1776,-1560,-914,3832,313,100642
12:54:46.288,7208,-53.7109375,511.71875,-863.28125,-0.052534410485029326,-0.048869219055841226,-0.04398229715025711,-1776,-1560,-914,3832,313,100642
12:54:46.308,7209,-51.7578125,496.09375,-859.375,-0.05742133239061345,-0.029321531433504737,-0.03543018381548489,-1776,-1560,-914,3832,313,100642
12:54:46.329,7210,-53.7109375,491.2109375,-854.4921875,-0.1307251609743753,-0.0635299847725936,-0.03543018381548489,-1779,-1556,-921,3832,313,100642
12:54:46.349,7211,-52.734375,513.671875,-857.421875,-0.15882496193148402,-0.06108652381980154,-0.01710422666954443,-1779,-1556,-921,3832,313,100642
12:54:46.359,7212,-54.6875,526.3671875,-860.3515625,-0.058643062867009474,-0.04276056667386108,-0.004886921905584123,-1779,-1556,-921,3832,313,100642
