Timestamp,SampleNr,AccX [mg],AccY [mg],AccZ [mg],GyrX [rad/s],GyrY [rad/s],GyrZ [rad/s],MagX [mGs],MagY [mGs],-MagZ [mGs],Battery [mV],Temperature [0.1C],Pressure[Pa]
12:7:3.814,940,22.4609375,416.9921875,-903.3203125,-0.052534410485029326,-0.025656340004316647,0.021991148575128554,-2198,-2146,-2078,3820,317,100683
12:7:3.825,941,28.3203125,419.921875,-917.96875,-0.0317649923862968,-0.03054326190990077,0.04398229715025711,-2193,-2144,-2075,3820,317,100683
12:7:3.835,942,22.4609375,441.40625,-907.2265625,-0.004886921905584123,-0.023212879051524585,0.039095375244672985,-2196,-2144,-2073,3820,317,100683
12:7:3.855,943,18.5546875,437.5,-894.53125,0.0317649923862968,0.004886921905584123,0.039095375244672985,-2201,-2143,-2080,3820,317,100683
12:7:3.896,944,27.34375,404.296875,-901.3671875,0.008552113334772215,-0.006108652381980153,0.04153883619746505,-2198,-2146,-2072,3820,317,100683
12:7:3.907,945,24.4140625,404.296875,-899.4140625,-0.06475171524898964,-0.013439035240356337,0.008552113334772215,-2191,-2140,-2073,3820,317,100683
12:7:3.927,946,18.5546875,432.6171875,-901.3671875,-0.09651670763528641,-0.012217304763960306,0.029321531433504737,-2196,-2141,-2072,3820,317,100683
12:7:3.947,947,20.5078125,448.2421875,-905.2734375,-0.03543018381548489,-0.019547687622336492,0.03054326190990077,-2200,-2147,-2071,3820,317,100683
12:7:3.968,948,26.3671875,431.640625,-900.390625,0.026878070480712675,-0.013439035240356337,0.007330382858376184,-2195,-2144,-2070,3820,317,100683
12:7:3.989,949,37.109375,410.15625,-901.3671875,0.048869219055841226,-0.004886921905584123,0.006108652381980153,-2198,-2141,-2076,3820,317,100683
12:7:4.19,950,29.296875,404.296875,-898.4375,0.004886921905584123,0.012217304763960306,0.01832595714594046,-2196,-2144,-2068,3820,317,100683
12:7:4.40,951,28.3203125,423.828125,-900.390625,-0.0317649923862968,0.004886921905584123,0.0,-2200,-2142,-2075,3820,317,100683
12:7:4.61,952,24.4140625,442.3828125,-896.484375,-0.03665191429188092,-0.0024434609527920616,-0.01832595714594046,-2195,-2142,-2074,3814,317,100688
