Timestamp,SampleNr,AccX [mg],AccY [mg],AccZ [mg],GyrX [rad/s],GyrY [rad/s],GyrZ [rad/s],MagX [mGs],MagY [mGs],-MagZ [mGs],Battery [mV],Temperature [0.1C],Pressure[Pa]
12:7:3.804,16999,-105.46875,99.609375,-993.1640625,-0.12828170002158323,-0.058643062867009474,0.039095375244672985,-1784,-1747,-917,3890,313,100640
12:7:3.825,17000,-102.5390625,112.3046875,-992.1875,-0.14538592669112765,-0.06230825429619757,0.03420845333908886,-1784,-1747,-917,3890,313,100640
12:7:3.835,17001,-117.1875,124.0234375,-988.28125,-0.1356120828799594,-0.06597344572538566,0.024434609527920613,-1784,-1747,-917,3890,313,100640
12:7:3.855,17002,-108.3984375,130.859375,-996.09375,-0.058643062867009474,-0.058643062867009474,0.0317649923862968,-1786,-1749,-922,3890,313,100643
12:7:3.876,17003,-104.4921875,115.234375,-993.1640625,-0.03543018381548489,-0.05375614096142535,0.020769418098732523,-1786,-1749,-922,3890,313,100643
12:7:3.896,17004,-100.5859375,105.46875,-983.3984375,-0.0671951762017817,-0.0671951762017817,0.03543018381548489,-1786,-1749,-922,3890,313,100643
12:7:3.907,17005,-113.28125,106.4453125,-981.4453125,-0.1356120828799594,-0.07452555906015788,0.026878070480712675,-1786,-1749,-922,3890,313,100643
12:7:3.999,17006,-119.140625,136.71875,-976.5625,-0.17837264955382048,-0.06475171524898964,0.013439035240356337,-1780,-1747,-922,3890,313,100643
12:7:4.19,17007,-114.2578125,160.15625,-983.3984375,-0.0671951762017817,-0.06475171524898964,0.009773843811168246,-1780,-1747,-922,3890,313,100643
12:7:4.40,17008,-105.46875,141.6015625,-978.515625,0.009773843811168246,-0.051312680008633295,-0.0158824961931484,-1780,-1747,-922,3890,313,100643
12:7:4.61,17009,-95.703125,125.0,-975.5859375,-0.019547687622336492,-0.0635299847725936,-0.023212879051524585,-1780,-1747,-922,3890,313,100643
12:7:4.81,17010,-99.609375,117.1875,-986.328125,-0.09285151620609834,-0.05009094953223726,-0.04642575810304917,-1780,-1747,-922,3890,313,100643
12:7:4.92,17011,-98.6328125,119.140625,-993.1640625,-0.14416419621473164,-0.052534410485029326,-0.05497787143782139,-1782,-1743,-945,3890,313,100643
12:7:4.112,17012,-104.4921875,130.859375,-1002.9296875,-0.10506882097005865,-0.0671951762017817,-0.04642575810304917,-1782,-1743,-945,3890,313,100643
12:7:4.132,17013,-106.4453125,112.3046875,-1000.9765625,-0.04398229715025711,-0.05986479334340551,-0.03543018381548489,-1782,-1743,-945,3890,313,100643
12:7:4.153,17014,-101.5625,116.2109375,-1000.0,-0.025656340004316647,-0.07452555906015788,-0.04642575810304917,-1782,-1743,-945,3890,313,100643
12:7:4.173,17015,-94.7265625,110.3515625,-1000.9765625,-0.08918632477691024,-0.07208209810736582,-0.06230825429619757,-1782,-1743,-945,3890,313,100643
12:7:4.183,17016,-103.515625,101.5625,-998.046875,-0.11972958668681102,-0.08552113334772216,-0.05619960191421742,-1778,-1744,-935,3890,313,100643
12:7:4.204,17017,-108.3984375,115.234375,-996.09375,-0.13194689145077132,-0.09162978572970232,-0.048869219055841226,-1778,-1744,-935,3890,313,100643
12:7:4.224,17018,-108.3984375,113.28125,-998.046875,-0.05497787143782139,-0.08918632477691024,-0.024434609527920613,-1778,-1744,-935,3890,313,100643
12:7:4.245,17019,-111.328125,89.84375,-979.4921875,-0.0024434609527920616,-0.0867428638241182,-0.007330382858376184,-1778,-1744,-935,3890,313,100643
12:7:4.255,17020,-101.5625,84.9609375,-975.5859375,-0.07941248096574201,-0.09040805525330627,-0.007330382858376184,-1778,-1744,-935,3890,313,100643
12:7:4.275,17021,-103.515625,109.375,-976.5625,-0.1148426647812269,-0.1038470904936626,0.009773843811168246,-1784,-1745,-933,3890,313,100643
12:7:4.296,17022,-105.46875,125.0,-965.8203125,-0.1075122819228507,-0.0952949771588904,-0.004886921905584123,-1784,-1745,-933,3890,313,100643
12:7:4.316,17023,-110.3515625,130.859375,-969.7265625,-0.07086036763096978,-0.08796459430051422,-0.01710422666954443,-1784,-1745,-933,3890,313,100643
12:7:4.336,17024,-110.3515625,125.9765625,-961.9140625,-0.03543018381548489,-0.07819075048934597,-0.026878070480712675,-1784,-1745,-933,3890,313,100643
12:7:4.347,17025,-102.5390625,108.3984375,-960.9375,-0.05009094953223726,-0.06597344572538566,-0.04153883619746505,-1779,-1739,-931,3890,313,100643
12:7:4.367,17026,-115.234375,106.4453125,-968.75,-0.10506882097005865,-0.06230825429619757,-0.05375614096142535,-1779,-1739,-931,3890,313,100643
12:7:4.388,17027,-111.328125,115.234375,-967.7734375,-0.14538592669112765,-0.06108652381980154,-0.05986479334340551,-1779,-1739,-931,3890,313,100643
12:7:4.409,17028,-110.3515625,116.2109375,-974.609375,-0.09407324668249437,-0.058643062867009474,-0.052534410485029326,-1779,-1739,-931,3890,313,100643
12:7:4.419,17029,-118.1640625,110.3515625,-984.375,-0.05497787143782139,-0.048869219055841226,-0.04276056667386108,-1779,-1739,-931,3890,313,100643
12:7:4.439,17030,-108.3984375,98.6328125,-998.046875,-0.03298672286269283,-0.04520402762665313,-0.01832595714594046,-1776,-1751,-924,3890,313,100643
12:7:4.460,17031,-94.7265625,99.609375,-1002.9296875,-0.05619960191421742,-0.04398229715025711,0.0,-1776,-1751,-924,3890,313,100643
12:7:4.481,17032,-96.6796875,99.609375,-1003.90625,-0.12095131716320705,-0.06475171524898964,-0.0158824961931484,-1776,-1751,-924,3890,313,100643
12:7:4.491,17033,-104.4921875,123.046875,-1004.8828125,-0.1270599695451872,-0.07330382858376185,-0.02809980095710871,-1776,-1751,-924,3890,313,100643
12:7:4.511,17034,-96.6796875,131.8359375,-998.046875,-0.06963863715457375,-0.06475171524898964,-0.04642575810304917,-1776,-1751,-924,3890,313,100643
12:7:4.532,17035,-93.75,105.46875,-993.1640625,-0.05497787143782139,-0.07941248096574201,-0.04153883619746505,-1779,-1742,-925,3890,313,100643
12:7:4.553,17036,-111.328125,94.7265625,-992.1875,-0.12583823906879116,-0.08796459430051422,-0.05009094953223726,-1779,-1742,-925,3890,313,100643
12:7:4.563,17037,-114.2578125,124.0234375,-998.046875,-0.11972958668681102,-0.08063421144213802,-0.03787364476827696,-1779,-1742,-925,3890,313,100643
12:7:4.583,17038,-111.328125,122.0703125,-994.140625,-0.051312680008633295,-0.08185594191853407,-0.0317649923862968,-1779,-1742,-925,3890,313,100643
12:7:4.604,17039,-106.4453125,89.84375,-988.28125,-0.012217304763960306,-0.08429940287132612,-0.03420845333908886,-1777,-1740,-925,3890,313,100643
12:7:4.624,17040,-103.515625,96.6796875,-991.2109375,-0.10995574287564278,-0.10262536001726659,-0.010995574287564277,-1777,-1740,-925,3890,313,100643
12:7:4.645,17041,-109.375,116.2109375,-980.46875,-0.12828170002158323,-0.10506882097005865,-0.0012217304763960308,-1777,-1740,-925,3890,313,100643
12:7:4.655,17042,-117.1875,132.8125,-977.5390625,-0.1111774733520388,-0.11972958668681102,-0.0158824961931484,-1777,-1740,-925,3890,313,100643
12:7:4.675,17043,-116.2109375,121.09375,-971.6796875,-0.06230825429619757,-0.0989601685880785,-0.03420845333908886,-1777,-1740,-925,3890,313,100643
12:7:4.696,17044,-108.3984375,115.234375,-969.7265625,-0.0952949771588904,-0.09162978572970232,-0.03054326190990077,-1785,-1743,-927,3890,313,100643
12:7:4.716,17045,-119.140625,123.046875,-969.7265625,-0.08185594191853407,-0.08796459430051422,-0.04276056667386108,-1785,-1743,-927,3890,313,100643
12:7:4.737,17046,-110.3515625,119.140625,-966.796875,-0.0671951762017817,-0.0952949771588904,-0.04276056667386108,-1785,-1743,-927,3890,313,100643
12:7:4.747,17047,-114.2578125,99.609375,-970.703125,-0.07330382858376185,-0.08429940287132612,-0.04031710572106901,-1785,-1743,-927,3890,313,100643
12:7:4.768,17048,-125.0,105.46875,-969.7265625,-0.08918632477691024,-0.07696902001294993,-0.019547687622336492,-1785,-1743,-927,3890,313,100643
12:7:4.789,17049,-122.0703125,119.140625,-972.65625,-0.08918632477691024,-0.08063421144213802,-0.020769418098732523,-1780,-1747,-933,3890,313,100643
12:7:4.809,17050,-119.140625,112.3046875,-968.75,-0.0671951762017817,-0.06841690667817772,-0.0317649923862968,-1780,-1747,-933,3890,313,100643
12:7:4.820,17051,-119.140625,126.953125,-968.75,-0.07819075048934597,-0.07574728953655392,-0.04153883619746505,-1780,-1747,-933,3890,313,100643
12:7:4.840,17052,-118.1640625,114.2578125,-970.703125,-0.07819075048934597,-0.06963863715457375,-0.04153883619746505,-1780,-1747,-933,3884,313,100646
12:7:4.861,17053,-120.1171875,106.4453125,-980.46875,-0.0952949771588904,-0.06597344572538566,-0.023212879051524585,-1789,-1750,-927,3884,313,100646
12:7:4.881,17054,-117.1875,118.1640625,-1000.0,-0.10262536001726659,-0.05497787143782139,-0.007330382858376184,-1789,-1750,-927,3884,313,100646
12:7:4.912,17055,-122.0703125,115.234375,-999.0234375,-0.07086036763096978,-0.058643062867009474,0.0024434609527920616,-1789,-1750,-927,3884,313,100646
12:7:4.932,17056,-103.515625,112.3046875,-1007.8125,-0.06108652381980154,-0.06963863715457375,0.019547687622336492,-1789,-1750,-927,3884,313,100646
12:7:4.952,17057,-111.328125,125.9765625,-992.1875,-0.07574728953655392,-0.09407324668249437,-0.0012217304763960308,-1789,-1750,-927,3884,313,100646
12:7:4.972,17058,-112.3046875,116.2109375,-981.4453125,-0.05619960191421742,-0.09651670763528641,-0.004886921905584123,-1796,-1748,-929,3884,313,100646
12:7:4.983,17059,-120.1171875,114.2578125,-976.5625,-0.05742133239061345,-0.08918632477691024,-0.023212879051524585,-1796,-1748,-929,3884,313,100646
12:7:5.3,17060,-114.2578125,125.0,-983.3984375,-0.07819075048934597,-0.07208209810736582,-0.04276056667386108,-1796,-1748,-929,3884,313,100646
12:7:5.23,17061,-124.0234375,115.234375,-975.5859375,-0.05375614096142535,-0.07330382858376185,-0.04398229715025711,-1796,-1748,-929,3884,313,100646
12:7:5.43,17062,-120.1171875,97.65625,-967.7734375,-0.05742133239061345,-0.06963863715457375,-0.05497787143782139,-1796,-1748,-929,3884,313,100646
12:7:5.64,17063,-124.0234375,104.4921875,-975.5859375,-0.07696902001294993,-0.06963863715457375,-0.026878070480712675,-1789,-1744,-922,3884,313,100646
12:7:5.75,17064,-123.046875,113.28125,-976.5625,-0.0671951762017817,-0.0867428638241182,-0.01710422666954443,-1789,-1744,-922,3884,313,100646
12:7:5.95,17065,-123.046875,96.6796875,-958.0078125,-0.09285151620609834,-0.08552113334772216,-0.03054326190990077,-1789,-1744,-922,3884,313,100646
12:7:5.116,17066,-127.9296875,108.3984375,-956.0546875,-0.12583823906879116,-0.0830776723949301,-0.020769418098732523,-1789,-1744,-922,3884,313,100646
12:7:5.136,17067,-121.09375,125.0,-963.8671875,-0.12583823906879116,-0.07696902001294993,-0.013439035240356337,-1789,-1749,-921,3884,313,100646
12:7:5.146,17068,-123.046875,127.9296875,-967.7734375,-0.07452555906015788,-0.051312680008633295,-0.0158824961931484,-1789,-1749,-921,3884,313,100646
12:7:5.188,17069,-124.0234375,118.1640625,-966.796875,-0.07452555906015788,-0.06108652381980154,-0.0158824961931484,-1789,-1749,-921,3884,313,100646
12:7:5.209,17070,-125.0,119.140625,-966.796875,-0.11972958668681102,-0.05986479334340551,-0.03543018381548489,-1789,-1749,-921,3884,313,100646
12:7:5.220,17071,-122.0703125,140.625,-977.5390625,-0.08063421144213802,-0.051312680008633295,-0.0317649923862968,-1789,-1749,-921,3884,313,100646
12:7:5.241,17072,-105.46875,118.1640625,-982.421875,0.020769418098732523,-0.03054326190990077,-0.020769418098732523,-1792,-1749,-926,3884,313,100646
12:7:5.262,17073,-110.3515625,92.7734375,-970.703125,-0.04031710572106901,-0.03543018381548489,-0.029321531433504737,-1792,-1749,-926,3884,313,100646
12:7:5.282,17074,-123.046875,100.5859375,-974.609375,-0.1343903524035634,-0.05619960191421742,-0.039095375244672985,-1792,-1749,-926,3884,313,100646
12:7:5.303,17075,-107.421875,133.7890625,-995.1171875,-0.13805554383275148,-0.0476474885794452,-0.0476474885794452,-1792,-1749,-926,3884,313,100646
12:7:5.333,17076,-108.3984375,114.2578125,-983.3984375,-0.05497787143782139,-0.05619960191421742,-0.025656340004316647,-1792,-1749,-926,3884,313,100646
12:7:5.354,17077,-120.1171875,99.609375,-993.1640625,-0.02809980095710871,-0.04642575810304917,-0.014660765716752368,-1785,-1746,-942,3884,313,100646
12:7:5.375,17078,-121.09375,94.7265625,-974.609375,-0.07941248096574201,-0.05497787143782139,-0.010995574287564277,-1785,-1746,-942,3884,313,100646
12:7:5.385,17079,-102.5390625,102.5390625,-956.0546875,-0.14049900478554353,-0.06108652381980154,-0.006108652381980153,-1785,-1746,-942,3884,313,100646
12:7:5.405,17080,-131.8359375,125.0,-957.03125,-0.12828170002158323,-0.04520402762665313,0.0024434609527920616,-1785,-1746,-942,3884,313,100646
12:7:5.426,17081,-120.1171875,130.859375,-942.3828125,-0.0671951762017817,-0.03665191429188092,-0.0024434609527920616,-1792,-1749,-926,3884,313,100646
12:7:5.446,17082,-107.421875,98.6328125,-912.109375,-0.051312680008633295,-0.008552113334772215,-0.0024434609527920616,-1792,-1749,-926,3884,313,100646
12:7:5.467,17083,-118.1640625,101.5625,-909.1796875,-0.12583823906879116,-0.0012217304763960308,-0.012217304763960306,-1792,-1749,-926,3884,313,100646
12:7:5.477,17084,-121.09375,93.75,-899.4140625,-0.1893682238413848,0.0317649923862968,-0.020769418098732523,-1792,-1749,-926,3884,313,100646
12:7:5.497,17085,-110.3515625,122.0703125,-893.5546875,-0.19669860669976097,0.06230825429619757,-0.014660765716752368,-1792,-1749,-926,3884,313,100646
12:7:5.518,17086,-106.4453125,122.0703125,-887.6953125,-0.15393804002589986,0.08918632477691024,-0.012217304763960306,-1785,-1741,-920,3884,313,100646
12:7:5.539,17087,-113.28125,100.5859375,-867.1875,-0.14172073526193957,0.10995574287564278,-0.010995574287564277,-1785,-1741,-920,3884,313,100646
12:7:5.549,17088,-105.46875,113.28125,-868.1640625,-0.17715091907742447,0.16982053621904827,-0.0024434609527920616,-1785,-1741,-920,3884,313,100646
12:7:5.570,17089,-89.84375,136.71875,-865.234375,-0.15760323145508798,0.2162462943220974,0.007330382858376184,-1785,-1741,-920,3884,313,100646
12:7:5.611,17090,-81.0546875,128.90625,-884.765625,-0.05009094953223726,0.27733281814189903,0.0012217304763960308,-1785,-1741,-920,3884,313,100646
12:7:5.621,17091,-66.40625,108.3984375,-875.9765625,-0.029321531433504737,0.32253684576855207,-0.009773843811168246,-1780,-1741,-932,3884,313,100646
